id,date,user_username,content,content_translation,image_description,extended_text,retweet_count,reply_count,like_count,quote_count,impression_count,topic,negative_score,neutral_score,positive_score,x,y
95,2023-04-19,RamonRa69551472,"Esto es insoportaplaaa, lamentaplaaaa, la prensa madrileña riéndose de la gent blaugrana, la central lechera como siempreee, hasta los cuyooonsss, ah, no que son medios catalanes. https://t.co/heIZ7a7W2R","This is unbearable, lamentaplaaaa, the Madrilenian press laughing at the Blaugrana people, the dairy farm as always, even the cuyooonsss, oh, not that they are Catalan media. https://t.co/heIZ7a7W2R",,"This is unbearable, lamentaplaaaa, the Madrilenian press laughing at the Blaugrana people, the dairy farm as always, even the cuyooonsss, oh, not that they are Catalan media. https://t.co/heIZ7a7W2R",0.0,0.0,0.0,0.0,31.0,14,0.9216395020484924,0.07092231512069702,0.007438132539391518,9.234845,2.851597
96,2023-04-19,infomegafutbol,si la caverna mediática o mejor conocida como central lechera franquista del #madrid tuviera algo de verguenza hoy estaría hablando del ridículo del #elche,If the media cavern or better known as the Franco milk center of #madrid had any embarrassment today it would be talking about the ridicule of #elche,,If the media cavern or better known as the Franco milk center of #madrid had any embarrassment today it would be talking about the ridicule of #elche,0.0,0.0,0.0,0.0,45.0,-1,0.749643087387085,0.23335708677768707,0.01699979417026043,9.2869005,4.8170033
97,2023-04-19,_Jadro23,Se sintieron demasiado aludidos en la central lechera 🤣,They felt too much alluded to at the dairy farm 🤣,,They felt too much alluded to at the dairy farm 🤣,0.0,0.0,0.0,0.0,54.0,0,0.30337250232696533,0.6206971406936646,0.07593031972646713,9.796061,0.14481929
98,2023-04-19,Carlos__alegria,Y decian que no se iba presentar los de la central lechera aqui le tienen @JoanLaportaFCB @LaLiga https://t.co/sHGS7wWQbX,And they said that the people from the dairy farm were not going to show up here they have @JoanLaportaFCB @LaLiga https://t.co/sHGS7wWQbX,,And they said that the people from the dairy farm were not going to show up here they have @JoanLaportaFCB @LaLiga https://t.co/sHGS7wWQbX,0.0,0.0,0.0,0.0,16.0,0,0.4301266074180603,0.5549271702766418,0.014946205541491508,9.481682,0.1894915
99,2023-04-20,Guille10__,"Una vez más lo confirmo.
TODO seguidor de la central lechera y de Penaldo son unos subnormales. https://t.co/IDuI6aOkKD","Once again I confirm this.
EVERY fan of Central Lechera and Penaldo are subnormal. https://t.co/IDuI6aOkKD",,"Once again I confirm this.
EVERY fan of Central Lechera and Penaldo are subnormal. https://t.co/IDuI6aOkKD",3.0,1.0,12.0,0.0,666.0,8,0.48198434710502625,0.4622114300727844,0.05580415204167366,9.110036,6.604683
100,2023-04-20,oscarinradar,No se q te extrañas amigo @ApuestaVerde99 . Si se le ocurre hablar mas de dos dias de eso se quedan sin trabajo rapidamente. No se atreve ni dios de los cavernarios de la central lechera mamadora. https://t.co/gZdVeoGKyc,"I don't know what you're surprised friend @ApuestaVerde99. If it occurs to them to talk more than two days about it, they quickly run out of work. Not even the god of the cavemen at the Mamadora milk plant does not dare. https://t.co/gZdVeoGKyc",,"I don't know what you're surprised friend @ApuestaVerde99. If it occurs to them to talk more than two days about it, they quickly run out of work. Not even the god of the cavemen at the Mamadora milk plant does not dare. https://t.co/gZdVeoGKyc",0.0,0.0,1.0,0.0,35.0,0,0.8036019802093506,0.18479688465595245,0.011601160280406475,8.477681,0.72990984
101,2023-04-20,oscarinradar,Muy curioso. A ver si los cavernicolas de la central lechera mamadora hablan de esto https://t.co/7CzIIvw6ZI,Very curious. Let's see if the cavemen from the Mamadora Dairy Plant talk about this https://t.co/7CzIIvw6ZI,,Very curious. Let's see if the cavemen from the Mamadora Dairy Plant talk about this https://t.co/7CzIIvw6ZI,0.0,0.0,0.0,0.0,50.0,0,0.01937754824757576,0.7916553616523743,0.18896712362766266,8.431643,0.65236557
102,2023-04-20,IkerSanvi,Lo de la central lechera de Madrid que es a costa de vender tu. Lo que les jode que HAALAND eligiera el City y Guardiola les untase la cara 2010-2013 y lleve lacito amarillo. Vergonzoso https://t.co/bne5c4IByM,The thing about the dairy plant in Madrid that is at the cost of selling your. What bothered them was that HAALAND chose City and Guardiola rubbed their faces from 2010 to 2013 and wore a yellow ribbon. Embarrassing https://t.co/bne5c4IByM,,The thing about the dairy plant in Madrid that is at the cost of selling your. What bothered them was that HAALAND chose City and Guardiola rubbed their faces from 2010 to 2013 and wore a yellow ribbon. Embarrassing https://t.co/bne5c4IByM,0.0,0.0,0.0,0.0,70.0,7,0.8003081679344177,0.18838299810886383,0.011308838613331318,8.911351,3.5796103
103,2023-04-20,Jesus50785795,"prometo a mis pocos seguidores que si el Josep guardiola elimina a la central lechera franquista les doy un euro a cada uno, visca Catalunya","I promise my few followers that if Josep Guardiola eliminates the Franco dairy farm I will give one euro to each of them, Visca Catalunya",,"I promise my few followers that if Josep Guardiola eliminates the Franco dairy farm I will give one euro to each of them, Visca Catalunya",0.0,1.0,1.0,0.0,43.0,-1,0.05814871937036514,0.5503692626953125,0.39148205518722534,8.681152,3.3888414
104,2023-04-20,GacetaCadiz,"📌‘Mari Pompas’ en La Tía Norica y el circo de la compañía El Cruce en Central Lechera completan la oferta cultural del fin de semana @Cadiz_es 
https://t.co/wQXFP3okMl","📌 'Mari Pompas' in La Tía Norica and the circus of the company El Cruce in Central Lechera complete the cultural offer of the weekend @Cadiz_es 
https://t.co/wQXFP3okMl",,"📌 'Mari Pompas' in La Tía Norica and the circus of the company El Cruce in Central Lechera complete the cultural offer of the weekend @Cadiz_es 
https://t.co/wQXFP3okMl",0.0,0.0,0.0,0.0,21.0,3,0.002917268080636859,0.6534280776977539,0.3436546325683594,7.344731,9.046547
105,2023-04-20,LaNocion,“Mari Pompas” en La Tía Norica y el circo de la compañía El Cruce en Central Lechera completan la oferta... | #Cádiz #NoticiasCádiz #Arte #NoticiasArte https://t.co/yBQKPUGlIl a través de @lanocion,“Mari Pompas” in La Tía Norica and the circus of the company El Cruce in Central Lechera complete the offer... | #Cádiz #NoticiasCádiz #Arte #NoticiasArte https://t.co/yBQKPUGlIl via @lanocion,,“Mari Pompas” in La Tía Norica and the circus of the company El Cruce in Central Lechera complete the offer... | #Cádiz #NoticiasCádiz #Arte #NoticiasArte https://t.co/yBQKPUGlIl via @lanocion,0.0,0.0,1.0,0.0,5.0,-1,0.004585541784763336,0.870358943939209,0.12505556643009186,7.2948422,9.020982
106,2023-04-20,EufemiaMontijo,"Abro la Coz y todos los anuncios esos que salen rodeando la página son de Central Lechera Asturiana. Que yo no soy nacionalista, ni autonomista, ni siquiera me gusta la leche pero...","I open La Coz and all the ads that appear surrounding the page are from Central Lechera Asturiana. That I'm not a nationalist, nor an autonomist, I don't even like milk but...",,"I open La Coz and all the ads that appear surrounding the page are from Central Lechera Asturiana. That I'm not a nationalist, nor an autonomist, I don't even like milk but...",0.0,0.0,0.0,0.0,16.0,0,0.6582099795341492,0.3267498314380646,0.015040225349366665,7.567939,0.0975064
107,2023-04-20,Aristarco1234,"De esos principios se nutre la caverna mediática, la central lechera del tito Floren https://t.co/eW1WG9ghB9","These principles nourish the media cavern, the milk center of Tito Floren https://t.co/eW1WG9ghB9",,"These principles nourish the media cavern, the milk center of Tito Floren https://t.co/eW1WG9ghB9",0.0,0.0,0.0,0.0,5.0,0,0.009781701490283012,0.630635142326355,0.35958313941955566,8.145341,0.96743524
108,2023-04-21,marikalaungida,"Luego nos quejamos de que envíen fotos tuyas por grupos de Telegram pero al mismo tiempo buscas que te dejen la cara cual central lechera asturiana, ¿En qué quedamos? https://t.co/Tc5STMTfwv","Then we complained that they send photos of you through Telegram groups, but at the same time you're looking for them to leave your face like an Asturian dairy farm. What are we up to? https://t.co/Tc5STMTfwv",,"Then we complained that they send photos of you through Telegram groups, but at the same time you're looking for them to leave your face like an Asturian dairy farm. What are we up to? https://t.co/Tc5STMTfwv",0.0,0.0,0.0,0.0,39.0,0,0.5953909754753113,0.38919034600257874,0.0154186449944973,10.0191765,1.1482271
109,2023-04-21,oscarinradar,De esto los cavernicolas de la central lechera mamadora no diran nada de nada. Asco es lo ke dan. Lo tapan todo https://t.co/QnuR3PAvNZ,The cavemen at the Mamadora milk plant will not say anything about this. Disgust is what they give. They cover it all up https://t.co/QnuR3PAvNZ,,The cavemen at the Mamadora milk plant will not say anything about this. Disgust is what they give. They cover it all up https://t.co/QnuR3PAvNZ,0.0,0.0,3.0,0.0,95.0,0,0.8831232786178589,0.11054986715316772,0.006326823960989714,8.466838,0.71329427
110,2023-04-21,ValenciaNews_es,"La Carrera de la Mujer Central Lechera Asturiana llega este domingo 23 de abril a Valencia

@LecheAsturiana @CorrecaminosVLC @vlc_running @foro_runners @FDMValencia @AjuntamentVLC 

https://t.co/Be0BIqfZje","The Central Lechera Asturiana Women's Race arrives this Sunday, April 23 in Valencia

@LecheAsturiana @CorrecaminosVLC @vlc_running @foro_runners @FDMValencia @AjuntamentVLC 

https://t.co/Be0BIqfZje",,"The Central Lechera Asturiana Women's Race arrives this Sunday, April 23 in Valencia

@LecheAsturiana @CorrecaminosVLC @vlc_running @foro_runners @FDMValencia @AjuntamentVLC 

https://t.co/Be0BIqfZje",0.0,0.0,2.0,0.0,159.0,3,0.006472202483564615,0.9402229189872742,0.053304824978113174,7.793157,9.343528
111,2023-04-21,DKepaSat,"Fallo en Matrix:
¿Qué está pasando con los tapones de Coca-Cola, leche y otras bebidas?

El nuevo diseño con los tapones unidos al brik está siendo todo un problema para el consumidor

La empresa que más quejas recibe es Central Lechera Asturiana, y..

.. https://t.co/yGx9mSVFeh","Bug in Matrix:
What is happening to the caps of Coca-Cola, milk and other beverages?

The new design with the stoppers attached to the brik is being a problem for the consumer

The company that receives the most complaints is Central Lechera Asturiana, and...

.. https://t.co/yGx9mSVFeh",,"Bug in Matrix:
What is happening to the caps of Coca-Cola, milk and other beverages?

The new design with the stoppers attached to the brik is being a problem for the consumer

The company that receives the most complaints is Central Lechera Asturiana, and...

.. https://t.co/yGx9mSVFeh",0.0,0.0,0.0,0.0,7.0,13,0.6329620480537415,0.35162994265556335,0.015408070757985115,5.9307227,6.8707337
112,2023-04-22,iThorx11,Y los que a Gavi le llaman guarro y lo quieren crucificar porque eso piden de la central lechera a este lo aplaudían..! En fin los valores del madrid https://t.co/hbYgzXkY8I,"And those who call Gavi dirty and want to crucify him because that's what they're asking from the dairy farm applauded him..! In short, the values of Madrid https://t.co/hbYgzXkY8I",,"And those who call Gavi dirty and want to crucify him because that's what they're asking from the dairy farm applauded him..! In short, the values of Madrid https://t.co/hbYgzXkY8I",0.0,0.0,0.0,0.0,10.0,7,0.5641083717346191,0.39241236448287964,0.043479252606630325,8.906533,4.0972576
113,2023-04-22,WillGraham1425,"Me la follo, y me la requetefollo, ya está, estás contenta? Es la respuesta que buscabas? Aquí la tienes, me la follo tan duro que canta más que Rita la Cantaora, le meto el puño hasta el reloj, le doy más leche que Central Lechera Asturiana. 
Algo más? Puta https://t.co/LjWQCPB7eR","I'll screw her, and I'll screwscrew her, that's it, are you happy? Is this the answer you were looking for? Here you have it, I screw her so hard that she sings more than Rita la Cantaora, I stick my fist up to the clock, I give her more milk than Central Lechera Asturiana. 
Anything else? Fucking https://t.co/LjWQCPB7eR",,"I'll screw her, and I'll screwscrew her, that's it, are you happy? Is this the answer you were looking for? Here you have it, I screw her so hard that she sings more than Rita la Cantaora, I stick my fist up to the clock, I give her more milk than Central Lechera Asturiana. 
Anything else? Fucking https://t.co/LjWQCPB7eR",0.0,1.0,4.0,0.0,378.0,0,0.8759379386901855,0.10444006323814392,0.019621940329670906,7.7171135,0.3147963
114,2023-04-22,josecarlozzzz,"Grande Javi ! 
Sigue haciendo rabiar a la central lechera https://t.co/OGfVZiiALf","Great Javi! 
Keep making the dairy farm angry https://t.co/OGfVZiiALf",,"Great Javi! 
Keep making the dairy farm angry https://t.co/OGfVZiiALf",0.0,0.0,1.0,0.0,31.0,0,0.05988292023539543,0.15189355611801147,0.7882235646247864,9.482159,-0.52065897
115,2023-04-24,cvilaz,"En la vida hay cosas complicadas, luego está el nuevo tapón de los bricks de Central Lechera Asturiana","In life there are complicated things, then there is the new stopper of the bricks of Central Lechera Asturiana",,"In life there are complicated things, then there is the new stopper of the bricks of Central Lechera Asturiana",0.0,0.0,1.0,0.0,18.0,1,0.1335957944393158,0.7911150455474854,0.07528923451900482,6.315164,7.789043
116,2023-04-23,ermomo,#chiringuitopolémica como estoy disfrutando viendo a los de la central lechera echar bilis x la boca,#chiringuitopolémica how am I enjoying watching the people from the milk plant shed bile x their mouths,,#chiringuitopolémica how am I enjoying watching the people from the milk plant shed bile x their mouths,0.0,0.0,1.0,0.0,45.0,0,0.5877707004547119,0.34450966119766235,0.06771959364414215,8.377973,0.22765629
117,2023-04-23,imnuriaa,porque a todo el mundo le queda bien el septum y yo parecía una putisima vaca sacada del anuncio de central lechera asturiana,Because everyone looks good on the septum and I looked like a damn cow taken out of the advertisement for the Asturian dairy plant,,Because everyone looks good on the septum and I looked like a damn cow taken out of the advertisement for the Asturian dairy plant,0.0,1.0,7.0,0.0,557.0,0,0.4245435297489166,0.3339475691318512,0.2415088564157486,7.922051,-0.30658555
118,2023-04-23,JRRBiker,Fuck central lechera 🤡🐀 https://t.co/qw8Sp1z981,Fuck central lechera 🤡🐀 https://t.co/qw8Sp1z981,,Fuck central lechera 🤡🐀 https://t.co/qw8Sp1z981,1.0,0.0,2.0,0.0,182.0,8,0.9459390044212341,0.04720970615744591,0.006851195823401213,9.054915,6.740935
119,2023-04-23,CuleFC,La Central Lechera https://t.co/943fQ4tPmC,The Dairy Plant https://t.co/943fQ4tPmC,,The Dairy Plant https://t.co/943fQ4tPmC,2.0,0.0,3.0,0.0,875.0,0,0.021043287590146065,0.9040305614471436,0.07492615282535553,8.460022,-0.031312544
120,2023-04-23,Carambola2002,"La Central Lechera de PEP...

Esto es todo lo que destacan del partido de esta tarde...
No os engañéis. Llevan así desde hace décadas.

El Atleti NO protestara mucho. 
Tiene mucho que callar. https://t.co/JqrZZ3Kau9","The PEP Dairy Plant...

This is everything that stands out from this afternoon's game...
Don't be fooled. They've been like this for decades.

Atleti will NOT protest much. 
He has a lot to keep quiet about. https://t.co/JqrZZ3Kau9",,"The PEP Dairy Plant...

This is everything that stands out from this afternoon's game...
Don't be fooled. They've been like this for decades.

Atleti will NOT protest much. 
He has a lot to keep quiet about. https://t.co/JqrZZ3Kau9",0.0,0.0,0.0,0.0,24.0,14,0.4886576533317566,0.45398277044296265,0.05735960975289345,9.454608,2.3732455
121,2023-04-23,joserollyroller,solo dire una cosa para los de la central lechera que lloran por todo.. https://t.co/3XG2bICY7W,I will only say one thing for those from the dairy farm who cry about everything.. https://t.co/3XG2bICY7W,,I will only say one thing for those from the dairy farm who cry about everything.. https://t.co/3XG2bICY7W,18.0,1.0,83.0,0.0,1237.0,0,0.7587417960166931,0.2220090627670288,0.01924915239214897,9.705944,0.17154294
122,2023-04-23,oscarinradar,"Esto para los ""lastillos"" de trea al cuarto que dicen que se queja xavi, resulta que zidane es otro jardinero. Menudos peleles los cavernarios de la central lechera mamadora. A ver si dicen algo de esto????? https://t.co/ugWoX0OowI","This is for the “little things” from three to the room who say Xavi is complaining, it turns out that Zidane is another gardener. What a wimp the cavemen of the suckling milk plant. Let's see if they say anything about this????? https://t.co/ugWoX0OowI",,"This is for the “little things” from three to the room who say Xavi is complaining, it turns out that Zidane is another gardener. What a wimp the cavemen of the suckling milk plant. Let's see if they say anything about this????? https://t.co/ugWoX0OowI",0.0,0.0,1.0,0.0,248.0,0,0.7100353837013245,0.26934757828712463,0.02061704732477665,8.539134,0.95450634
123,2023-04-23,PeluagaJon,Meapilas y él queda bien con la caverna central lechera https://t.co/OXC1qttXvz,He and Meapilas look good with the Central Milk Cavern https://t.co/OXC1qttXvz,,He and Meapilas look good with the Central Milk Cavern https://t.co/OXC1qttXvz,0.0,0.0,0.0,0.0,36.0,0,0.0030649008695036173,0.0707484632730484,0.9261866807937622,7.9798093,0.7749581
124,2023-04-23,faery_fern,Literal que en una semana y media me ha desaparecido todo rastro de acné y eso que soy semi fumadora y estoy más hormonada que una vaca de central lechera asturiana https://t.co/8zA8o7V1pL,"Literally, in a week and a half all traces of acne have disappeared and that is because I am a semi-smoker and I am more hormonal than a cow from an Asturian dairy plant https://t.co/8zA8o7V1pL",,"Literally, in a week and a half all traces of acne have disappeared and that is because I am a semi-smoker and I am more hormonal than a cow from an Asturian dairy plant https://t.co/8zA8o7V1pL",0.0,0.0,0.0,0.0,48.0,0,0.17158009111881256,0.48982182145118713,0.3385981023311615,7.932636,-0.29000434
125,2023-04-23,Fichajemercato,"Fede y Baena? A los 10 minutos de ocurrir, Baena era Haníbal Lecter y Fede Gandhi 

Xavi se queja del césped? Allá va la central lechera a ponerlo de meme en todas partes

Ancelotti se vuelve a quejar de lo mismo ayer y …(lo manejan todo) https://t.co/GjeFiPUt79","Fede and Baena? Ten minutes after it happened, Baena was Hannibal Lecter and Fede Gandhi 

Is Xavi complaining about the grass? There goes the dairy farm to put it as a meme everywhere

Ancelotti complains about the same thing again yesterday and... (they handle everything) https://t.co/GjeFiPUt79",,"Fede and Baena? Ten minutes after it happened, Baena was Hannibal Lecter and Fede Gandhi 

Is Xavi complaining about the grass? There goes the dairy farm to put it as a meme everywhere

Ancelotti complains about the same thing again yesterday and... (they handle everything) https://t.co/GjeFiPUt79",2.0,0.0,6.0,0.0,432.0,2,0.25740066170692444,0.7113608717918396,0.031238457188010216,12.046994,2.5321853
126,2023-04-24,NoeNoeca,"Soy socio del Club Central Lechera Asturiana y creo que a ti también te podría interesar. Hay sorteos y descuentos en productos. Si te registras con mi código 5599c2a6 puedo ganar un pack de productos. Si me toca, compartimos https://t.co/gAvo7fATdM","I am a member of the Central Lechera Asturiana Club and I think you might be interested too. There are raffles and discounts on products. If you register with my code 5599c2a6 I can win a pack of products. If it's my turn, we share https://t.co/gAvo7fATdM",,"I am a member of the Central Lechera Asturiana Club and I think you might be interested too. There are raffles and discounts on products. If you register with my code 5599c2a6 I can win a pack of products. If it's my turn, we share https://t.co/gAvo7fATdM",0.0,0.0,0.0,0.0,8.0,1,0.0026492783799767494,0.1953471302986145,0.8020036220550537,6.9964814,7.712143
127,2023-04-24,BlueRed1899,"Las declaraciones del aficionado polaco con el tema de la bandera de España con el escudo del Atlético de Madrid, los de la central lechera echaron mierda hasta por los oídos...!!! 😂😂😂😂","The statements of the Polish fan with the theme of the Spanish flag with the Atlético de Madrid coat of arms, those of the milk center even threw crap through the ears...!!! 😂😂😂😂",,"The statements of the Polish fan with the theme of the Spanish flag with the Atlético de Madrid coat of arms, those of the milk center even threw crap through the ears...!!! 😂😂😂😂",1.0,0.0,2.0,0.0,90.0,7,0.6543951630592346,0.310208261013031,0.03539659082889557,8.876987,4.1378174
128,2023-04-24,mariolpzzzz,Taylor quería saber porque a Alonso le llamaban la Central Lechera Asturiana ahora que ha probado su leche no quiere parar #33 #tanando,Taylor wanted to know why Alonso was called the Asturian Milk Plant now that he has tasted his milk he doesn't want to stop #33 #tanando,,Taylor wanted to know why Alonso was called the Asturian Milk Plant now that he has tasted his milk he doesn't want to stop #33 #tanando,0.0,1.0,0.0,0.0,31.0,-1,0.13957886397838593,0.6704818606376648,0.1899392306804657,8.916451,2.894322
129,2023-04-24,N4mr36,"Del cerro grande no arbitrara el año que viene, gran noticia!! esperemos que no acabe fijo en el VAR arbitrando a la ordenes de la central lechera  Mateu Lahoz tambien dejara de ser arbitro en activo","Del Cerro Grande will not referee next year, great news!! Let's hope he doesn't end up fixed in the VAR refereeing under the orders of the dairy farm Mateu Lahoz will also stop being an active referee",,"Del Cerro Grande will not referee next year, great news!! Let's hope he doesn't end up fixed in the VAR refereeing under the orders of the dairy farm Mateu Lahoz will also stop being an active referee",0.0,0.0,1.0,0.0,24.0,-1,0.16804485023021698,0.3645566403865814,0.467398464679718,10.591072,3.5336158
130,2023-04-24,asoc_galban,"🏃‍♀🏃‍♀Desde hoy ya es posible inscribirse a la Carrera de la Mujer Central Lechera Asturiana de #Gijón que se realizará el próximo 18 de junio. 

El plazo de inscripción se abre hoy, 24 de abril, a través de la web https://t.co/3leylvgfwG https://t.co/XYDggaZwLu","🏃‍♀🏃‍♀ Starting today, it is now possible to register for the Central Women's Asturiana Dairy Race of #Gijón, which will take place on June 18. 

The registration period opens today, April 24, through the website https://t.co/3leylvgfwG https://t.co/XYDggaZwLu",,"🏃‍♀🏃‍♀ Starting today, it is now possible to register for the Central Women's Asturiana Dairy Race of #Gijón, which will take place on June 18. 

The registration period opens today, April 24, through the website https://t.co/3leylvgfwG https://t.co/XYDggaZwLu",2.0,1.0,5.0,0.0,142.0,3,0.002471598796546459,0.8154900670051575,0.18203836679458618,7.8418837,9.341407
131,2023-04-24,ManuGar32496903,Vamos a esperar a que la Central lechera de la orden y a continuación tanto Caverna y toda la borregada de la aprobación 😜😜😜 https://t.co/Mqk37TiBT7,We are going to wait for the Dairy Plant to order and then both Caverna and all the sheep for approval 😜😜😜 https://t.co/Mqk37TiBT7,,We are going to wait for the Dairy Plant to order and then both Caverna and all the sheep for approval 😜😜😜 https://t.co/Mqk37TiBT7,0.0,0.0,0.0,0.0,39.0,0,0.0055250790901482105,0.43516993522644043,0.5593050122261047,8.501754,0.3015
132,2023-04-24,nuevokarma23,"CON USTEDES EL ASESINO CARNICERO SERGIO RAMOS, JUGADOR DEL TRAMPAS 🥛 CENTRAL LECHERA https://t.co/myWb7gsyI9","WITH YOU THE BUTCHER ASSASSIN SERGIO RAMOS, PLAYER OF TRAMAS 🥛 CENTRAL LECHERA https://t.co/myWb7gsyI9",,"WITH YOU THE BUTCHER ASSASSIN SERGIO RAMOS, PLAYER OF TRAMAS 🥛 CENTRAL LECHERA https://t.co/myWb7gsyI9",0.0,0.0,0.0,0.0,24.0,5,0.021326586604118347,0.8028324246406555,0.17584097385406494,9.050052,5.9636793
133,2023-04-24,sv_fcb,"Estoy de acuerdo, el chiringuito de la central lechera me da asco, un chiringuito azulgrana le dará asco a mucha gente pensante. Mejor algo mas de altura en clave azulgrana, futbolero y de opiniones sensatas, sin trogloditas, con invitados de otros clubes, menos del madrid. https://t.co/NhbHi2AOeU","I agree, the beach bar at the milk plant disgusts me, a barça beach bar will disgust a lot of thinking people. Better a little higher in a barça style, football and with sensible opinions, without troglodytes, with guests from other clubs, less from Madrid. https://t.co/NhbHi2AOeU",,"I agree, the beach bar at the milk plant disgusts me, a barça beach bar will disgust a lot of thinking people. Better a little higher in a barça style, football and with sensible opinions, without troglodytes, with guests from other clubs, less from Madrid. https://t.co/NhbHi2AOeU",0.0,0.0,1.0,0.0,177.0,6,0.8406902551651001,0.1450650691986084,0.014244732446968555,9.388781,3.5492654
134,2023-04-24,DipEuro,"Don Fernando Alonso, también conocido como Padre para los amigos, está utilizando a Taylor Swift para dejarla a las dos semanas después de que visite la Central Lechera Asturiana y le dedique canciones para la 33. 

Ni una mujer se interpondrá en su próximo mundial.","Don Fernando Alonso, also known as Father for Friends, is using Taylor Swift to leave her two weeks after she visited Central Lechera Asturiana and dedicates songs to her for 33. 

Not a single woman will stand in the way of their next world cup.",,"Don Fernando Alonso, also known as Father for Friends, is using Taylor Swift to leave her two weeks after she visited Central Lechera Asturiana and dedicates songs to her for 33. 

Not a single woman will stand in the way of their next world cup.",0.0,0.0,2.0,0.0,189.0,-1,0.2587626874446869,0.6976501941680908,0.04358711093664169,9.879843,5.5589004
135,2023-04-24,ElSamurai14,NNO lo ha echo y a puesto la cancion de @taylorswift13 la central lechera asturiana es imparable ese guiño totalmente putero al final lo confirma https://t.co/h5K9bBAUtL,NNO has done it and put on the song of @taylorswift13 the Asturian dairy farm is unstoppable that totally putero wink confirms it in the end https://t.co/h5K9bBAUtL,,NNO has done it and put on the song of @taylorswift13 the Asturian dairy farm is unstoppable that totally putero wink confirms it in the end https://t.co/h5K9bBAUtL,0.0,0.0,1.0,0.0,121.0,0,0.003754436271265149,0.07082178443670273,0.9254238605499268,8.527087,-0.6053094
136,2023-04-26,LockedGuismo,"Hoja de ruta de central lechera asturiana:
Patrocinar al Real Oviedo:❌❌😡😡
Patrocinar a Porcinos FC:😎😎✅✅ https://t.co/gBPyssIuZ9","Roadmap for the Asturian dairy farm:
Sponsor Real Oviedo: ❌❌😡😡
Sponsor Porcinos FC: 😎😎✅✅ https://t.co/gBPyssIuZ9",,"Roadmap for the Asturian dairy farm:
Sponsor Real Oviedo: ❌❌😡😡
Sponsor Porcinos FC: 😎😎✅✅ https://t.co/gBPyssIuZ9",0.0,1.0,1.0,0.0,157.0,0,0.10385832190513611,0.8059369921684265,0.09020471572875977,8.48995,-0.61429995
137,2023-04-25,Finidi_68,"En la central lechera de @EstudioEstadio, en concreto el narigon excusado el comportamiento de @vinijr","In the @EstudioEstadio dairy farm, specifically the nose excused the behavior of @vinijr",,"In the @EstudioEstadio dairy farm, specifically the nose excused the behavior of @vinijr",0.0,0.0,0.0,0.0,27.0,0,0.029751848429441452,0.8209361433982849,0.14931192994117737,9.776956,-0.009487112
138,2023-04-25,nuevokarma23,La central lechera 🥛 en todo su esplendor https://t.co/CUWFVkoywk,The dairy farm 🥛 in all its glory https://t.co/CUWFVkoywk,,The dairy farm 🥛 in all its glory https://t.co/CUWFVkoywk,0.0,0.0,0.0,0.0,10.0,0,0.005098278168588877,0.20492444932460785,0.7899773120880127,9.408615,-0.62602353
139,2023-04-25,Santi_040662,"La Central lechera supura bilis por todos sus poros.......

https://t.co/oeNPzMvEhh","The Dairy Plant oozes bile from all its pores...

https://t.co/oeNPzMvEhh",,"The Dairy Plant oozes bile from all its pores...

https://t.co/oeNPzMvEhh",0.0,0.0,0.0,0.0,20.0,0,0.8677598834037781,0.12081141769886017,0.011428662575781345,8.185858,0.017222438
140,2023-04-25,CuleFC,Mamma mia La Central Lechera https://t.co/TFWCeUOGwF,Mamma mia La Central Lechera https://t.co/TFWCeUOGwF,,Mamma mia La Central Lechera https://t.co/TFWCeUOGwF,2.0,1.0,11.0,0.0,1476.0,1,0.028997721150517464,0.8704819083213806,0.10052024573087692,6.32911,8.485266
141,2023-04-25,XeromoKersey,Tiene cojones ver a la central lechera quejándose de liga adulterada https://t.co/O5fqGkotVb,You have balls to see the dairy farm complaining about adulterated league https://t.co/O5fqGkotVb,,You have balls to see the dairy farm complaining about adulterated league https://t.co/O5fqGkotVb,0.0,0.0,3.0,0.0,316.0,0,0.7574791312217712,0.22908766567707062,0.013433216139674187,9.602022,0.25760216
142,2023-04-25,Catalunyalleida,"Para el madridismo la excusa que ponen es que existe racismo con Vinicius...un día Vinicius hará un "" Pepe"" però la central lechera dirá que es culpa del jugador rival... Han hecho lo mismo con "" Valverde el Santo"" https://t.co/oNxuvns0v2","For Madridism, the excuse they make is that there is racism with Vinicius... one day Vinicius will make a “Pepe” but the dairy center will say that it is the fault of the rival player... They have done the same with “Valverde el Santo” https://t.co/oNxuvns0v2",,"For Madridism, the excuse they make is that there is racism with Vinicius... one day Vinicius will make a “Pepe” but the dairy center will say that it is the fault of the rival player... They have done the same with “Valverde el Santo” https://t.co/oNxuvns0v2",0.0,0.0,1.0,0.0,66.0,4,0.6075124740600586,0.3766867220401764,0.015800802037119865,10.451167,4.657222
143,2023-04-25,Catalunyalleida,"RM lleva 3 partido casi seguidos perdonándole un jugador...y la central lechera llamando liga Negreira.. se tiene que llamar ""Liga Florentino Pérez""",RM has been pardoning a player for 3 games almost in a row... and the dairy center is called Liga Negreira... it has to be called “Liga Florentino Pérez”,,RM has been pardoning a player for 3 games almost in a row... and the dairy center is called Liga Negreira... it has to be called “Liga Florentino Pérez”,0.0,0.0,0.0,0.0,24.0,-1,0.4309871792793274,0.5126838088035583,0.05632904917001724,9.625324,4.346494
